gps_cell_offset_km,gps_wifi_offset_km,implied_max_speed_kmh,accelerometer_mag,accel_gps_delta,ip_gps_mismatch,timezone_mismatch,shared_device_count,rooted_device,claim_cluster_10min,claims_last_7_days,seconds_since_trigger,gps_zone_offset_km,platform_login_match,cross_city_claim,label
1.6678951287341455,3.6465147839694176,85.0,0.18545232812645346,15.879555492909883,0,1,7,1,18,9,12.814376015567037,4.812573697168495,1,0.0,1
0.19277930925913433,0.08887868598098934,30.092360667407185,7.553785173278955,2.8181755254714744,0,0,1,0,1,2,66.31859428192361,0.9,1,0.0,0
3.8456476503634036,3.5493512583489513,0.0,0.0932280389633103,20.618027906273717,1,1,6,1,32,7,8.855087854628279,4.63482870908295,0,0.0,1
0.050862532892727165,0.04141591497577602,16.003529767261885,5.415614211625554,2.99109287659804,0,0,1,0,1,2,256.8079127868662,0.41431220464817814,1,0.0,0
0.3756265699690622,0.018390111759976166,15.32069548968329,9.056771390641766,0.09442664702746972,0,0,2,0,1,3,155.4159648639404,0.23663037408232396,1,0.0,0
0.009199365114534591,0.03196412254172096,16.44870402467903,7.640334353704293,0.26867542112368503,0,0,1,0,1,1,147.27181323101178,0.2608244278766438,1,0.0,0
0.03921397790119584,0.07588122172606623,29.548410040954174,6.9484280213748,4.338822941528244,0,0,1,0,0,2,156.16181996743597,0.34451901530981727,1,0.0,0
0.06803818951931315,0.14751602207319994,16.468274786754584,7.3990962546215755,2.6727269777566898,0,0,1,0,1,0,30.0,0.031192940974724012,1,0.0,0
0.12140456220805454,0.01677266067125546,22.27014611854053,7.819960418753086,1.4193647202472937,0,0,1,0,1,2,250.140981911055,0.17933957817547821,1,0.0,0
0.22879981359939364,0.11310614529186022,26.723673973484665,8.005298145702174,3.132405540709269,0,0,1,1,2,0,46.483942800870864,0.6246899904880214,1,0.0,0
0.6315376718387153,0.0696719153980561,22.46186953242531,7.4733738219886785,2.923153350505044,0,0,1,0,1,3,253.37464156871522,0.18747522896782248,1,0.0,0
0.17635775285348823,0.0504469415630964,30.505681271157435,11.191750006355434,2.8471112074394025,0,0,1,0,1,2,680.8281591969893,0.20880934551141703,1,0.0,0
0.08926608929682728,0.08590197299793241,17.86774089876512,11.083431215042479,0.007934935178627534,0,0,1,0,1,1,30.0,0.17858070222262878,1,0.0,0
0.019036604096263298,0.03949879013186001,19.350030075362135,6.782827548740029,3.454664291385046,0,0,2,0,3,0,408.8398263639954,0.18014365426815043,1,0.0,0
3.1433519983722884,3.029855201395824,0.05,0.2149578989454079,11.26749479972325,1,0,8,1,18,10,14.75893554038628,3.2057433063882237,0,0.0,1
0.13063137126955954,0.02991746715712325,18.813026557503136,9.255236812840186,4.126441827526385,0,0,1,0,3,1,532.3788614415726,0.12849362467675116,1,0.0,0
0.23296193438105264,0.430910933479764,18.607219015690394,8.69379575206863,1.1540663598970315,0,0,2,0,0,0,86.38324887655594,0.10425636811989787,1,0.0,0
0.166921683488101,0.006669005494560632,24.237549282515346,6.89921779140662,1.6384880275495308,0,0,1,0,4,0,248.73542177131068,0.16766770030442904,1,0.0,0
0.0835425262819187,0.04843544577640017,28.5784640268868,7.279558614924293,3.4378969933684322,0,0,1,0,5,0,30.0,0.3067544122523521,1,0.0,0
0.09708941869283864,0.056808164712001376,39.27822123510457,8.273658703419873,1.0950220080991908,0,0,1,0,1,1,120.78533986377377,0.4508844902534095,1,0.0,0
0.2386235485989867,0.006227915565430582,19.497514622774887,5.937170040443947,2.8543173391737833,0,0,1,0,1,0,284.9876039878925,0.0016350728621519314,1,0.0,0
0.1816140766437085,0.005430286960702888,30.41857049880248,10.930131211183276,0.8449701595919816,0,0,1,0,3,0,413.59825363426165,0.5609687804087508,1,0.0,0
0.16568935485208774,0.06387688003066344,15.81807016328693,7.659471937682342,2.473649777413474,0,0,1,0,0,4,269.88169495493815,0.42914843875398506,1,0.0,0
0.06698636962705223,0.0028633773959389347,19.60578994257444,7.838378960955456,1.30549683861519,0,0,2,0,1,2,133.792990129604,0.11140779776040527,1,0.0,0
0.015321646985477617,0.008391491176467456,35.879498032219374,8.832677731901311,2.971088338382202,0,0,2,0,1,1,44.589834352153645,0.20333129550771029,1,0.0,0
0.007731064083082122,0.027166784590253762,36.71129936657593,9.918059550636608,1.5543232600985906,0,0,1,0,2,0,72.52711830634786,0.11575150385969318,0,0.0,0
0.10850320655562201,0.17036126208879046,23.403482274746324,8.054869858457174,0.4178248885567928,0,0,2,0,3,0,247.58615750342963,0.05956111240193693,1,0.0,0
2.4502350956384213,3.580564136609005,220.0,0.1712087183771331,13.817273940078282,1,0,5,1,32,10,6.893905723258236,1.5557741231249929,1,0.0,1
0.37302696756267595,0.014400106072794442,14.79173160831899,6.83398348832112,1.2877989751493724,0,0,1,0,2,1,282.3308750755206,0.5501476995415979,1,0.0,0
1.4664322529324796,5.073400814088763,220.0,0.19041862156705155,12.963433933444382,0,1,5,0,18,8,3.7342432063382978,6.073694159783874,1,0.0,1
0.09411388586133161,0.3127838280668648,24.456038418128802,4.411339047597851,2.2223777489305565,0,0,1,0,1,1,133.90427709972508,0.3958484316008726,1,0.0,0
2.137462976231987,1.7635272285515564,85.0,0.24573276860290955,18.594918318215758,1,0,6,1,25,12,20.391945835951248,2.6733344823773293,1,0.0,1
0.05572405970409344,0.005793778517894759,35.967292560727955,8.169834675258029,3.008752071684044,0,0,1,0,2,0,30.0,0.16232399034555411,1,0.0,0
0.07450693310651012,0.04610654872335212,23.732638027488548,5.739294129173629,0.4269914573504996,0,0,1,0,2,2,283.0918727935627,0.046520189747423564,1,0.0,0
0.001240529614089414,0.13117945246791732,30.642913668851346,12.962992670404933,0.4756409298028228,0,0,2,0,1,2,64.52837660918249,0.12473710620962858,1,0.0,0
0.019799715150036454,0.19095014062906757,26.29079288394726,10.392487343230629,1.9284859907270178,0,0,1,0,3,0,40.94896301486577,0.5220942572529282,1,0.0,0
0.05536317767648657,0.043364596925539366,29.407894482772438,11.825827309974885,2.891578456695117,0,0,1,0,1,1,266.73545004882163,0.32575496110284474,1,0.0,0
0.7021834513988375,0.0042066286860252605,28.943756941328484,4.048129164083845,0.7555639522513047,0,0,1,0,0,0,71.13541761129036,0.37860100467219776,1,0.0,0
0.15051360431010916,0.15852884815805002,27.489082848342495,8.807527659089413,2.0863330187871627,0,1,1,0,1,4,67.23014011983719,0.0063799892503444006,1,0.0,0
0.132547151841814,0.019031582632630915,30.408176600861168,11.199092627667486,1.802471395708785,0,0,1,0,0,1,79.71607771238061,0.19673194495803434,1,0.0,0
0.43377810435345304,0.011173310289082479,21.973694852495385,6.51827849196657,2.172812279771284,0,0,1,0,0,1,30.0,0.020253624142239836,1,0.0,0
0.13575849809412674,0.032869001405343205,29.88779202456218,6.068913575897886,2.1123320683872047,0,0,1,0,0,1,137.08755133526793,0.014974831642790554,1,0.0,0
0.16346490491624632,0.14425603304157913,29.214129211849908,10.275245926760793,2.4596260372158683,0,0,1,0,0,0,168.0316478780131,0.040343996791501566,1,0.0,0
0.02097461868879641,0.015293852357687186,20.038679318693042,8.146649814583515,2.2707565235498435,0,0,2,0,1,0,229.74668885150632,0.09097779643411918,1,0.0,0
3.882385579712926,2.9355390100968126,0.05,0.046827366223600175,8.62125585976397,0,1,6,1,60,8,15.221297235162275,2.243164538251996,0,1.0,1
0.04449405956591563,0.0057188215984095726,29.77965630528572,9.28096858774867,3.524676742847567,0,0,1,0,1,0,112.67903780889804,0.23860327298844897,1,0.0,0
0.021533358787194083,0.1378404513485232,16.705409285643984,7.00398102679893,1.9643614390683313,1,0,1,0,4,3,150.83530302555303,0.17743710457773176,1,0.0,0
0.4026965169383891,0.013653825324418528,28.533399895113686,8.094063313704229,1.0252648180875794,0,0,1,0,0,0,31.536769901188492,0.0692062594783664,1,0.0,0
0.06536953782542602,0.04761524762706533,21.46643070535368,5.780063572655452,0.5711433861065649,0,0,2,0,2,1,657.955684813141,0.28453544794083857,1,0.0,0
0.03609269081715413,0.026801434321951007,21.243885105575753,11.470433168294235,2.34460932059411,0,0,1,0,1,3,71.89338473116419,0.3117648899366585,1,0.0,0
0.040867604212385014,0.047532470951163745,22.9461587747398,8.834005843391477,1.281966917827726,0,0,2,0,2,1,30.0,0.512154926083246,1,0.0,0
0.10278138967346183,0.10800621156233402,16.373954255717877,9.483756301157776,1.7008048498306785,0,0,1,0,5,2,30.0,0.22978410280161002,0,0.0,0
2.323190792857984,2.591884939481991,0.0,0.0009552298703769668,13.489295117264072,0,0,7,1,60,6,3.4381347029511646,2.2732007228972373,1,0.0,1
0.14651023174352162,0.03777809260866624,21.444444414520778,5.420748611588079,2.223030257585134,0,0,1,0,2,1,313.90604829805187,0.23411271901110717,1,0.0,0
0.13095567165435984,0.02153582958994783,22.129531886346363,9.83815050899273,2.0818613410817557,0,0,1,0,3,0,164.79565855172143,0.15586770698089047,1,0.0,0
0.11411763288933587,0.07118501883106179,25.444225330301542,7.3565228355496215,2.6069137102870483,0,0,1,0,1,2,139.986948474249,0.4308107088399168,1,0.0,0
0.018102109264559664,0.0186377191599557,21.595363656288065,7.937611975605141,2.1549720185564727,0,0,1,0,1,0,30.0,0.06180037768132636,1,0.0,0
2.0769601874053123,2.742506976253447,220.0,0.018409830015440276,10.843150884324888,0,1,8,0,32,6,18.304831074583475,4.500827428044996,0,0.0,1
0.03983722180784717,0.03543356715586938,31.563309657303538,8.323479539729917,1.246879049567338,0,0,2,0,4,0,160.97244219980809,0.02419926021638072,1,0.0,0
0.2172706545909647,0.2319573252279051,26.056467315877953,9.285814718028783,3.3743116206542387,0,0,2,0,0,0,174.75000293954798,0.336592384078183,1,0.0,0
0.028737779219213215,0.4850287073361184,10.865773900507929,8.906552442114926,1.6721846897606418,0,0,1,0,2,3,30.0,0.011825325106832457,1,0.0,0
0.024468437386693444,0.06966076641210728,20.591541772428297,8.927193149128632,2.1395631528213372,0,0,1,0,0,0,80.96680940694075,0.1584012431527596,1,0.0,0
0.023982428126656647,0.08852722219589784,26.801332411731455,8.992695905896998,4.465927331461365,0,0,1,0,1,0,37.62409501259262,0.13715200398937213,1,0.0,0
0.040792388019946134,0.06510674869692766,24.598483334558406,11.235302607871944,2.8693971750787908,0,0,2,0,2,2,247.69470442815225,0.043739464053555284,1,0.0,0
2.476316139446732,5.153005762188282,190.0,0.06487959402912985,15.108688358883523,1,0,5,1,25,13,24.107281312539016,2.3126627780606004,0,0.0,1
0.11598047026711023,0.01888575895388272,20.354432596820924,10.150448838363252,2.8212011497518232,0,0,1,0,1,4,30.0,0.22686208512521233,1,0.0,0
0.09216941212945079,0.004201671717818032,34.15493617794746,6.544491197915903,0.2646892964072285,0,0,1,0,1,2,195.53609310891963,0.29338084033896167,1,0.0,0
0.033231820186596164,0.02879461390911366,14.746510826337623,9.760215991167465,2.7848253685484936,0,0,2,0,0,0,270.4390978886928,0.5773094523936734,1,0.0,0
0.002208101349924003,0.1283887311912258,23.167530359713375,7.469212403769158,2.294454597301972,0,0,1,0,1,2,85.85490710380219,0.13394951474917036,1,0.0,0
3.96863550258775,3.4402776063946674,0.05,0.10124246149872557,15.181394748750714,0,1,7,1,18,12,14.931365148981238,4.040171960270426,0,1.0,1
0.17176705351244723,0.11315142656701427,22.99673926335134,5.861609894464401,3.0625720057333625,0,0,1,0,1,0,60.16879288780172,0.04798310185390073,1,0.0,0
0.22762186699876089,0.23295494566733063,14.552968109499131,9.486508352386064,1.1287910209669876,0,0,1,0,1,0,95.01419461261315,0.07618989726257497,1,0.0,0
0.059681895559402176,0.0760929311980059,30.58888050801917,8.803695099283141,1.5645910293819139,0,0,1,0,2,0,270.4959894680424,0.45620108059816933,1,0.0,0
0.18512888614597436,0.014104394049255294,30.820989211883386,7.620767693965988,2.6389230223745517,0,1,2,0,1,1,511.0036904868794,0.09762881597119571,1,0.0,0
0.33428715623807437,0.023900990141809336,30.39655087830174,4.987539531040847,2.300416099551269,0,0,1,0,1,2,30.0,0.3409305170738027,1,0.0,0
